1, 17
2, 88
3, 36
4, 448
5, 148
6, 264
7, 60
8, 2746
9, 28
10, 1844
11, 200
12, 1816
13, 200
14, 676
15, 320
16, 480
17, 64
18, 256
19, 64
20, 64
21, 64
22, 64
